"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location"
"RT @tedlieu: My view before speaking at the South Bay #MarchForOurLives at the #HermosaBeach Pier. Thousands of Americans overflowed the Pi…",FALSE,0,NA,"2018-03-24 23:50:11",FALSE,NA,977694095542923264,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TammyHuntley69",1993,TRUE,FALSE,NA,NA,"British Columbia, Canada"
"@SenatorBrittain A better question is,  ""What can you do to help reduce #gunviolence in America?",FALSE,0,"SenatorBrittain","2018-03-24 23:50:07",FALSE,977678769862225920,977694077771747328,906730953900470272,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tbyrdcreates",0,FALSE,FALSE,NA,NA,"United States"
"The weather outside is beyond beautiful in NYC. Again, shout out to everyone who is marching against #GunViolence.… https://t.co/3H2c1TfUEQ",FALSE,0,NA,"2018-03-24 23:49:55",TRUE,NA,977694025615659008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Malynda2k7",0,FALSE,FALSE,NA,NA,"Brooklyn, NY"
"RT @FCNL: Since Columbine, nearly 200,000 young people have been exposed to #GunViolence at school. That is disgraceful. Congress has faile…",FALSE,0,NA,"2018-03-24 23:49:54",FALSE,NA,977694022495035392,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","44vreiki",13,TRUE,FALSE,NA,NA,"United States"
"RT @BorderImaginary: 7 a stray bullet came thru my bdrm window, 10 drunk next door neighbor shot his dog to piss off his wife, 13 friend mi…",FALSE,0,NA,"2018-03-24 23:49:50",FALSE,NA,977694004534951936,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JohnRee11912628",13,TRUE,FALSE,NA,NA,""
"RT @tedlieu: My view before speaking at the South Bay #MarchForOurLives at the #HermosaBeach Pier. Thousands of Americans overflowed the Pi…",FALSE,0,NA,"2018-03-24 23:49:36",FALSE,NA,977693948352385024,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","danielorourke81",1993,TRUE,FALSE,NA,NA,"England, United Kingdom"
"@JanzforCongress @MarchFresno @Haagenyas School shooting Crisis Actors boost Bulletproof Backpack sales and Functio… https://t.co/6ttmWa4Shj",FALSE,0,"JanzforCongress","2018-03-24 23:49:26",TRUE,977693460252643328,977693904605798400,856596564516651008,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DiscoverBlogNY",0,FALSE,FALSE,NA,NA,"Tribeca NYC"
"RT @MindfulMajority: Tomorrow, my wife and I, along with our 3 elementary school-age children will #MarchForOurLives in Denver, b/c #NeverA…",FALSE,0,NA,"2018-03-24 23:49:22",FALSE,NA,977693889783062528,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","brinagal",96,TRUE,FALSE,NA,NA,"Memphis, TN"
"We at @transunitedfund were proud to join #MarchForOurLives today, standing up for every life lost to #gunviolence.… https://t.co/cbWiaxwlAZ",FALSE,13,NA,"2018-03-24 23:49:19",TRUE,NA,977693874855534592,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","transunitedfund",8,FALSE,FALSE,NA,NA,"Washington, DC"
"RT @DMVBlackLives: #NaomiWadler! Never stop telling the stories of Black girls and women. @DMVBlackLives honored your presence today. #Marc…",FALSE,0,NA,"2018-03-24 23:49:04",FALSE,NA,977693813962452992,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","freebeemin8",213,TRUE,FALSE,NA,NA,""
"Whether it be our #father  #brother #sister #mother #son / #daughter These Acts of #GunViolence take #Innocence… https://t.co/2jEfIIOgOJ",FALSE,0,NA,"2018-03-24 23:49:03",TRUE,NA,977693807859896320,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeannaMolinaro",0,FALSE,FALSE,NA,NA,"Hamilton, Ontario"
"RT @tedlieu: My view before speaking at the South Bay #MarchForOurLives at the #HermosaBeach Pier. Thousands of Americans overflowed the Pi…",FALSE,0,NA,"2018-03-24 23:48:49",FALSE,NA,977693749080936448,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wear_tartan",1993,TRUE,FALSE,NA,NA,"Scotland"
"RT @tedlieu: My view before speaking at the South Bay #MarchForOurLives at the #HermosaBeach Pier. Thousands of Americans overflowed the Pi…",FALSE,0,NA,"2018-03-24 23:48:24",FALSE,NA,977693645397782528,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Walsh3Sezwho",1993,TRUE,FALSE,NA,NA,"Indianapolis"
"Shout out to everyone marching against #GunViolence today.",FALSE,0,NA,"2018-03-24 23:48:19",FALSE,NA,977693623511896064,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Malynda2k7",0,FALSE,FALSE,NA,NA,"Brooklyn, NY"
"#GunViolence is a #PublicHealth issue that cannot be overlooked or minimized.

13/
 #MarchForOurLives #MentalHealth https://t.co/N3gOhFMNLD",FALSE,0,"MrAhmednurAli","2018-03-24 23:47:30",FALSE,977693415595941888,977693417793716224,369307681,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MrAhmednurAli",0,FALSE,FALSE,NA,NA,"Toronto, Canada"
"Don't get it twisted, #GunViolence is a #PublicHealth issue. PERIOD. 

2/
  #MarchForOurLives https://t.co/SqRpL0IcIP",FALSE,1,"MrAhmednurAli","2018-03-24 23:47:20",FALSE,977693372465868800,977693375934574592,369307681,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MrAhmednurAli",0,FALSE,FALSE,NA,NA,"Toronto, Canada"
"@realblue41 @JaclynCorin School shooting #CrisisActors boost #BulletproofBackpack sales and Functionalities -The bu… https://t.co/4GSeLftKJg",FALSE,0,"realblue41","2018-03-24 23:47:08",TRUE,977662750477488128,977693326009880576,2998878637,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DiscoverBlogNY",0,FALSE,FALSE,NA,NA,"Tribeca NYC"
"RT @FCNL: Since Columbine, nearly 200,000 young people have been exposed to #GunViolence at school. That is disgraceful. Congress has faile…",FALSE,0,NA,"2018-03-24 23:47:04",FALSE,NA,977693309047947264,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CynBlogger",13,TRUE,FALSE,NA,NA,"Northern California"
"RT @DMVBlackLives: One of our Core Organizers @ItsNeeTay stayed behind &amp; personally thanked @MichaelSkolnik for being a bridge for #DCYouth…",FALSE,0,NA,"2018-03-24 23:46:33",FALSE,NA,977693181881061376,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","courtkthanx",22,TRUE,FALSE,NA,NA,"DC"
"RT @DanRBenson: If @BarackObama took the stage in Washington DC for #MarchForOurLives it would have an unbelievable impact on the matter. S…",FALSE,0,NA,"2018-03-24 23:46:24",FALSE,NA,977693142836301824,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","linsal",3,TRUE,FALSE,NA,NA,""
