police,69
department,61
officer,55
ms,35
cases,29
trump,29
officers,27
board,24
times,23
false,21
statement,20
devos,18
budget,17
president,17
shooting,17
week,16
damond,14
noor,14
office,14
school,14
years,14
york,14
case,13
first,13
people,13
students,13
white,13
year,13
house,12
last,12
mrs,12
tank,12
review,11
shot,11
tuesday,11
war,11
